Entity,Code,Year,Geo Biomass Other - TWh,Solar Generation - TWh,Wind Generation - TWh,Hydro Generation - TWh
Denmark,DNK,1997,9756674,319444,9342-01-01 00:00:00,192
Denmark,DNK,1998,1078157,4,8199-02-01 00:00:00,273
Denmark,DNK,1999,13189089,880556,3029,305
Denmark,DNK,2000,12996056,12,2412-04-01 00:00:00,302
Denmark,DNK,2001,15115592,12,43060193,276
Denmark,DNK,2002,18791215,1280556,4876939,318
Denmark,DNK,2003,24933515,1519444,55607834,212
Denmark,DNK,2004,29107547,1838889,65831113,265
Denmark,DNK,2005,31742494,2161111,6614,225
Denmark,DNK,2006,30699494,2213889,61079583,234
Denmark,DNK,2007,3105064,2494444,7.1712,282
Denmark,DNK,2008,31405714,2622222,9278-06-01 00:00:00,258
Denmark,DNK,2009,33202577,375,7205-06-01 00:00:00,189
Denmark,DNK,2010,45939307,6161111,7809422,20641668
Denmark,DNK,2011,4375025,15130556,9774183,16869444
Denmark,DNK,2012,44460053,10386111,10269938,17475
Denmark,DNK,2013,4313503,51754165,11123275,13419444
Denmark,DNK,2014,43018527,5955167,13078503,15102778
Denmark,DNK,2015,4200628,6042611,14133092,18030556
Denmark,DNK,2016,4845242,74378055,12781731,19272221
Denmark,DNK,2017,6248558,7514861,14.78,17872222
Denmark,DNK,2018,5890091,952973,13901956,14861111
Denmark,DNK,2019,5949397,9632695,16149834,16955
Denmark,DNK,2020,592386,1180532,16330214,17064
Denmark,DNK,2021,8734226,12779185,16031755,163087
Eastern Africa (BP),,1971,126,0,0,89030695
Eastern Africa (BP),,1972,127,0,0,10891284
Eastern Africa (BP),,1973,132,0,0,112493105
Eastern Africa (BP),,1974,136,0,0,14267528
Eastern Africa (BP),,1975,133,0,0,15188581
Eastern Africa (BP),,1976,146,0,0,16743711
Eastern Africa (BP),,1977,149,0,0,19092785
Eastern Africa (BP),,1978,155,0,0,1823882
Eastern Africa (BP),,1979,161,0,0,19775
Eastern Africa (BP),,1980,167,0,0,18078556
Eastern Africa (BP),,1981,177,0,0,18878674
Eastern Africa (BP),,1982,195,0,0,19574581
Eastern Africa (BP),,1983,189,0,0,19379673
Eastern Africa (BP),,1984,192,0,0,188871
Eastern Africa (BP),,1985,227,0,0,19691685
Eastern Africa (BP),,1986,617,0,0,18845373
Eastern Africa (BP),,1987,615,0,0,1642696
Eastern Africa (BP),,1988,583,0,0,18618456
Eastern Africa (BP),,1989,574,0,0,18026215
Eastern Africa (BP),,1990,701,0,0,21345568
Eastern Africa (BP),,1991,704,0,0,21742558
Eastern Africa (BP),,1992,697,0,0,1963299
Eastern Africa (BP),,1993,696,0,0,20532532
Eastern Africa (BP),,1994,584,0,0,20672321
Eastern Africa (BP),,1995,728,0,0,20861898
Eastern Africa (BP),,1996,89209306,0,0,20735678
Eastern Africa (BP),,1997,91009307,0,0,21813017
Eastern Africa (BP),,1998,11445019,0,0,27865046
Eastern Africa (BP),,1999,11321862,0,0,29365875
Eastern Africa (BP),,2000,14997631,0,1,30854149
Eastern Africa (BP),,2001,15956526,174,0,3495843
Eastern Africa (BP),,2002,4887-01-01 00:00:00,347,3,37998413
Eastern Africa (BP),,2003,8968-01-01 00:00:00,347,4,38378887
Eastern Africa (BP),,2004,2.1822,695,9,3895177
Eastern Africa (BP),,2005,2.1533,1373,13,40263622
Eastern Africa (BP),,2006,229319,5307,48,42559586
Eastern Africa (BP),,2007,220555,10109283,11,46386646
Eastern Africa (BP),,2008,2321822,19133093,1607,4578768
Eastern Africa (BP),,2009,26787221,33482917,267,48020245
Eastern Africa (BP),,2010,2936542,9736586,3821,53977245
Eastern Africa (BP),,2011,29387567,1780468,3413,5561847
Eastern Africa (BP),,2012,308965,24909586,1539782,58066105
Eastern Africa (BP),,2013,3436722,31052437,3147111,617628
Eastern Africa (BP),,2014,4613438,40697262,4413035,6599349
Eastern Africa (BP),,2015,63483105,46594086,7777217,65373634
Eastern Africa (BP),,2016,64327717,5325438,8899006,6186331
Eastern Africa (BP),,2017,6914-06-01 00:00:00,6092849,791775,6454449
Eastern Africa (BP),,2018,72891254,72631985,862747,6878536
Eastern Africa (BP),,2019,7342404,10392841,22248955,68631454
Eastern Africa (BP),,2020,7147771,11710402,19754963,72759254
Eastern Africa (BP),,2021,710964,13564011,26304996,7795909
Eastern Africa (BP),,1965,,,,60475354
Eastern Africa (BP),,1966,,,,71675773
Eastern Africa (BP),,1967,,,,7010667
Eastern Africa (BP),,1968,,,,7197783
Eastern Africa (BP),,1969,,,,79119015
Eastern Africa (BP),,1970,,,,11339996
Ecuador,ECU,1965,0,0,0,249
Ecuador,ECU,1966,0,0,0,285
Ecuador,ECU,1967,0,0,0,314
Ecuador,ECU,1968,0,0,0,328
Ecuador,ECU,1969,0,0,0,364
Ecuador,ECU,1970,0,0,0,405
Ecuador,ECU,1971,0,0,0,0.44
Ecuador,ECU,1972,0,0,0,445
Ecuador,ECU,1973,0,0,0,435
Ecuador,ECU,1974,0,0,0,0.5
Ecuador,ECU,1975,0,0,0,628
Ecuador,ECU,1976,0,0,0,605
Ecuador,ECU,1977,0,0,0,558
Ecuador,ECU,1978,0,0,0,791
Ecuador,ECU,1979,0,0,0,709
Ecuador,ECU,1980,0,0,0,872
Ecuador,ECU,1981,0,0,0,779
Ecuador,ECU,1982,0,0,0,895
Ecuador,ECU,1983,0,0,0,1721
Ecuador,ECU,1984,0,0,0,3233
Ecuador,ECU,1985,0,0,0,3279
Ecuador,ECU,1986,0,0,0,4012
Ecuador,ECU,1987,0,0,0,4.57
Ecuador,ECU,1988,0,0,0,4826
Ecuador,ECU,1989,0,0,0,4954
Ecuador,ECU,1990,0,0,0,49866877
Ecuador,ECU,1991,0,0,0,5075921
Ecuador,ECU,1992,0,0,0,4973581
Ecuador,ECU,1993,0,0,0,58101373
Ecuador,ECU,1994,0,0,0,65652776
Ecuador,ECU,1995,0,0,0,5160551
Ecuador,ECU,1996,0,0,0,63434153
Ecuador,ECU,1997,0,0,0,65341773
Ecuador,ECU,1998,0,0,0,65060954
Ecuador,ECU,1999,0,0,0,7176726
Ecuador,ECU,2000,0,0,0,76112313
Ecuador,ECU,2001,0,0,0,70706525
Ecuador,ECU,2002,0,0,0,7524256
Ecuador,ECU,2003,0,0,0,7180417
Ecuador,ECU,2004,324057,0,0,74116993
Ecuador,ECU,2005,102856286,124,0,68826394
Ecuador,ECU,2006,14555573,14875,0,7129493
Ecuador,ECU,2007,21875276,18162,962135,9037655
Ecuador,ECU,2008,20832446,26687,2682461,11293333
Ecuador,ECU,2009,2165198,788,3204417,9225408
Ecuador,ECU,2010,23556188,0,343485,8636401
Ecuador,ECU,2011,27820036,5812,334467,11133088
Ecuador,ECU,2012,29635325,32566,2398368,12237723
Ecuador,ECU,2013,29578793,3663607,56702975,11038825
Ecuador,ECU,2014,3994712,16482696,7974247,11457895
Ecuador,ECU,2015,40775105,36057927,98806314,1309627
Ecuador,ECU,2016,4897965,38754817,8395875,15833842
Ecuador,ECU,2017,43085,3748,734,2008861
Ecuador,ECU,2018,42796764,38079325,8025777,20678001
Ecuador,ECU,2019,45472345,16645227,85526936,24664263
Ecuador,ECU,2020,47058,3776,771,2433326
Ecuador,ECU,2021,41493,3687,6201,2557461
Egypt,EGY,1965,0,0,0,17324048
Egypt,EGY,1966,0,0,0,18252122
Egypt,EGY,1967,0,0,0,1966633
Egypt,EGY,1968,0,0,0,30007727
Egypt,EGY,1969,0,0,0,39907181
Egypt,EGY,1970,0,0,0,46889834
Egypt,EGY,1971,0,0,0,50469546
Egypt,EGY,1972,0,0,0,5161859
Egypt,EGY,1973,0,0,0,51530204
Egypt,EGY,1974,0,0,0,611645
Egypt,EGY,1975,0,0,0,6792618
Egypt,EGY,1976,0,0,0,8003533
Egypt,EGY,1977,0,0,0,9037673
Egypt,EGY,1978,0,0,0,9930392
Egypt,EGY,1979,0,0,0,9607776
Egypt,EGY,1980,0,0,0,9802229
Egypt,EGY,1981,0,0,0,10213233
Egypt,EGY,1982,0,0,0,10491655
Egypt,EGY,1983,0,0,0,9815488
Egypt,EGY,1984,0,0,0,9629872
Egypt,EGY,1985,0,0,0,9148
Egypt,EGY,1986,0,0,0,8972
Egypt,EGY,1987,0,0,0,9695-08-01 00:00:00
Egypt,EGY,1988,0,0,0,8829
Egypt,EGY,1989,0,0,0,9487
Egypt,EGY,1990,0,0,0,9953
Egypt,EGY,1991,0,0,0,9916
Egypt,EGY,1992,0,0,0,2025-08-09 00:00:00
Egypt,EGY,1993,0,0,0,10.0925
Egypt,EGY,1994,0,0,0,10728
Egypt,EGY,1995,0,0,0,11192
Egypt,EGY,1996,0,0,0,11484
Egypt,EGY,1997,0,0,0,11771
Egypt,EGY,1998,0,0,0,12.1045
Egypt,EGY,1999,0,0,12,134405
Egypt,EGY,2000,0,2,805,14178
Egypt,EGY,2001,0,9,179,144135
Egypt,EGY,2002,0,1,2125,139945
Egypt,EGY,2003,0,1,286,12939
Egypt,EGY,2004,0,1,5040505,8315-12-01 00:00:00
Egypt,EGY,2005,0,1,5101111,12644
Egypt,EGY,2006,0,1,6050606,7845-12-01 00:00:00
Egypt,EGY,2007,0,12,66243637,142175
Egypt,EGY,2008,0,15,92981315,15096
Egypt,EGY,2009,0,22,10371939,137725
Egypt,EGY,2010,0,252,14091434,9545-12-01 00:00:00
Egypt,EGY,2011,0,244569,14948249,12.99
Egypt,EGY,2012,0,504201,13362031,130275
Egypt,EGY,2013,0,25437,15765831,132365
Egypt,EGY,2014,0,139549,10281278,13587
Egypt,EGY,2015,0,42,18945454,136835
Egypt,EGY,2016,0,23361,2396693,131975
Egypt,EGY,2017,0,602545,21095762,12788
Egypt,EGY,2018,0,553013,2987391,12812546
Egypt,EGY,2019,0,148996,4978727,140795
Egypt,EGY,2020,0,28365073,6848341,149035
Egypt,EGY,2021,0,28287573,76288185,14636906
Estonia,EST,1990,0,0,0,0
Estonia,EST,1991,0,0,0,0
Estonia,EST,1992,0,0,0,0
Estonia,EST,1993,0,0,0,0
Estonia,EST,1994,0,0,0,0
Estonia,EST,1995,6,0,0,0
Estonia,EST,1996,5,0,0,0
Estonia,EST,1997,8,0,0,0
Estonia,EST,1998,12,0,0,0
Estonia,EST,1999,12,0,0,4
Estonia,EST,2000,13,0,0,5
Estonia,EST,2001,11,0,0,7
Estonia,EST,2002,27,0,14,6
Estonia,EST,2003,26,0,61,13
Estonia,EST,2004,31,0,76,22
Estonia,EST,2005,33,0,539,22
Estonia,EST,2006,38,0,763,14
Estonia,EST,2007,36,0,91,22
Estonia,EST,2008,38,0,133,28
Estonia,EST,2009,314,1,195,32
Estonia,EST,2010,742,1,277,27
Estonia,EST,2011,783,2,368,0.03
Estonia,EST,2012,1001,3,434,42
Estonia,EST,2013,667,14,529,26
Estonia,EST,2014,0.74,31,604,267
Estonia,EST,2015,779,59,7151,27
Estonia,EST,2016,885,9677,594,35
Estonia,EST,2017,1038,14492,723,26
Estonia,EST,2018,1261,30802,636,15
Estonia,EST,2019,1299,735,687,19
Estonia,EST,2020,1777,1269118,844,0.03
Estonia,EST,2021,21158469,2521306,7421591,31054053
Estonia,EST,1985,,,,0
Estonia,EST,1986,,,,0
Estonia,EST,1987,,,,0
Estonia,EST,1988,,,,0
Estonia,EST,1989,,,,0
Europe,,1965,29090002,0,0,38145035
Europe,,1966,39789999,0,0,41405478
Europe,,1967,4316,0,0,41065195
Europe,,1968,48180003,0,0,43710187
Europe,,1969,5244904,0,0,442712
Europe,,1970,6952357,0,0,46742227
Europe,,1971,70698833,0,0,47305194
Europe,,1972,6947608,0,0,48352777
Europe,,1973,7466391,0,0,48905432
Europe,,1974,783506,0,0,5279655
Europe,,1975,8300942,0,0,5275942
Europe,,1976,8324597,0,0,50419492
Europe,,1977,8662292,0,0,5947134
Europe,,1978,9235139,0,3,6158949
Europe,,1979,9617958,0,6,640884
Europe,,1980,10604949,0,105,63735645
Europe,,1981,10643523,0,105,6445633
Europe,,1982,9836121,0,185,62681995
Europe,,1983,10136652,0,30100001,64914514
Europe,,1984,10488478,1010101,382,67475525
Europe,,1985,1189874,1010101,574,6506956
Europe,,1986,12975209,1010101,1336,63857153
Europe,,1987,12817402,0,19080001,6734357
Europe,,1988,13609699,1010101,3297,699463
Europe,,1989,13474676,9090909,5154,6356123
Europe,,1990,18937754,125,77946043,6461752
Europe,,1991,19534733,15500001,98002803,65852045
Europe,,1992,20659903,25088001,15350481,67569965
Europe,,1993,22833096,32383,2284826,69082385
Europe,,1994,239799,346885,29792356,7025557
Europe,,1995,2628833,4484,38630292,7056242
Europe,,1996,265231,4781141,48285856,6619361
Europe,,1997,3136772,56926243,7295493,6853179
Europe,,1998,35309044,670885,11170979,71020013
Europe,,1999,37298702,8019806,14223822,72401434
Europe,,2000,4083785,7447325,22410215,75092126
Europe,,2001,44781166,1942025,26865986,76191907
Europe,,2002,50947037,31475502,3639815,6924999
Europe,,2003,5828682,46869773,44852352,6505362
Europe,,2004,69246056,75109786,59757095,70042944
Europe,,2005,7935107,15123832,7159055,70481067
Europe,,2006,89888374,2569088,8365384,6910072
Europe,,2007,999839,38777049,1061637,7051938
Europe,,2008,11035963,7589071,1213246,72458234
Europe,,2009,12063333,14324835,13466466,72803046
Europe,,2010,13654741,23495037,15053226,76453345
Europe,,2011,14583566,4710389,18194289,6804041
Europe,,2012,16213869,72233894,2091829,7312924
Europe,,2013,17266672,8655054,24057028,7836045
Europe,,2014,18339012,9748233,2564001,776928
Europe,,2015,19483345,108385086,3074658,73707294
Europe,,2016,1975783,11185476,3075515,7686971
Europe,,2017,20282663,120501144,3665533,71173627
Europe,,2018,20848138,12911078,38371252,77725073
Europe,,2019,21507036,1423568,43809222,7345362
Europe,,2020,21937163,1667337,48922644,792.66
Europe,,2021,22999367,18531532,47465585,80883356
Europe (BP),,1965,3009,0,0,30219534
Europe (BP),,1966,4101,0,0,3245699
Europe (BP),,1967,4489,0,0,32446274
Europe (BP),,1968,4997,0,0,33623666
Europe (BP),,1969,5422904,0,0,33097592
Europe (BP),,1970,7118357,0,0,34607806
Europe (BP),,1971,72318835,0,0,34956314
Europe (BP),,1972,7122608,0,0,36383298
Europe (BP),,1973,7663391,0,0,3693127
Europe (BP),,1974,804206,0,0,3992913
Europe (BP),,1975,8520942,0,0,40751077
Europe (BP),,1976,8485598,0,0,3768347
Europe (BP),,1977,8880291,0,0,45627164
Europe (BP),,1978,9372139,0,3,45552872
Europe (BP),,1979,9762958,0,6,47914987
Europe (BP),,1980,1074095,0,105,46476663
Europe (BP),,1981,10753523,0,105,4704354
Europe (BP),,1982,9836121,0,185,46630966
Europe (BP),,1983,10136652,0,301,48012585
Europe (BP),,1984,10510578,1010101,382,48519354
Europe (BP),,1985,11904739,1010101,574,50299454
Europe (BP),,1986,13018809,1010101,1336,48609317
Europe (BP),,1987,12875301,0,1908,5295057
Europe (BP),,1988,136781,1010101,3297,567469
Europe (BP),,1989,13537276,9090909,5154,49380594
Europe (BP),,1990,18952852,125,77946043,50245715
Europe (BP),,1991,19589434,155,980028,5130918
Europe (BP),,1992,20713602,25088,15350481,5296567
Europe (BP),,1993,22907095,32383,2284826,55046674
Europe (BP),,1994,240489,346885,29792356,55719666
Europe (BP),,1995,26537632,4484,38630292,5648899
Europe (BP),,1996,267252,4781141,4828585,5480863
Europe (BP),,1997,3168752,56926243,7295493,56767896
Europe (BP),,1998,3557704,670885,11176479,5939042
Europe (BP),,1999,374546,8019806,14244322,59818085
Europe (BP),,2000,41000248,7447325,22441713,6176968
Europe (BP),,2001,4494067,1942025,26925287,61199994
Europe (BP),,2002,51008335,314755,3643995,5639807
Europe (BP),,2003,58088623,46869776,4490515,5301677
Europe (BP),,2004,68965454,75109786,59806786,5708031
Europe (BP),,2005,7902817,15123832,7164175,5717242
Europe (BP),,2006,8952852,25690877,8377814,5619314
Europe (BP),,2007,9974035,38777049,106507195,5639646
Europe (BP),,2008,110142426,75890713,1221649,59303314
Europe (BP),,2009,12076332,14324835,13615523,5897449
Europe (BP),,2010,13692763,23497437,1534435,6498002
Europe (BP),,2011,1462206,4710555,18665741,56964545
Europe (BP),,2012,1630321,7223394,21503241,62563116
Europe (BP),,2013,17434535,8654612,24811525,66173596
Europe (BP),,2014,1862033,9733773,26481503,6440572
Europe (BP),,2015,1989238,108234604,31893124,6361143
Europe (BP),,2016,2042285,112403564,32284747,65117426
Europe (BP),,2017,21130125,12275744,38422113,58438574
Europe (BP),,2018,21892198,13616812,40332556,6462277
Europe (BP),,2019,2280151,15044255,4593421,62863184
Europe (BP),,2020,23435455,17565176,5127316,657916
Europe (BP),,2021,24793518,19555212,50302396,6496524
European Union (27),,1965,2909,0,0,21180603
European Union (27),,1966,3979,0,0,23045381
European Union (27),,1967,4316,0,0,22219263
European Union (27),,1968,4818,0,0,2265809
European Union (27),,1969,5243,0,0,2224579
European Union (27),,1970,6940266,0,0,23472273
European Union (27),,1971,7057851,0,0,23322775
European Union (27),,1972,6925944,0,0,2448364
European Union (27),,1973,7442191,0,0,2435321
European Union (27),,1974,7829309,0,0,26301743
European Union (27),,1975,8282595,0,0,26490546
European Union (27),,1976,8305585,0,0,2311628
European Union (27),,1977,8646165,0,0,3075857
European Union (27),,1978,91188545,0,3,29947946
European Union (27),,1979,9285328,0,6,3139237
European Union (27),,1980,10387278,0,105,29770767
European Union (27),,1981,1008439,0,105,293823
European Union (27),,1982,9287153,0,185,28888766
European Union (27),,1983,9568938,0,301,29468158
European Union (27),,1984,9946245,0,382,2988656
European Union (27),,1985,11357507,0,574,30517215
European Union (27),,1986,12278871,0,1336,28830338
European Union (27),,1987,12051266,0,1908,31656955
European Union (27),,1988,12824092,0,3297,33419867
European Union (27),,1989,12659168,9090909,5064,27293823
European Union (27),,1990,17343042,115,7704604,2848056
European Union (27),,1991,17869808,135,971028,29844077
European Union (27),,1992,18720934,22088,15020481,31062717
European Union (27),,1993,20586823,28383,20673988,3185628
European Union (27),,1994,21322035,296885,26346245,3279669
European Union (27),,1995,23436554,3884,34704535,3269626
European Union (27),,1996,2338708,40811412,43389993,32543332
European Union (27),,1997,2791599,49926244,66259375,3347315
European Union (27),,1998,30970898,590885,10287428,3457198
European Union (27),,1999,31642126,6919806,13352978,3435373
European Union (27),,2000,34453976,5717325,21422586,35622784
European Union (27),,2001,37548084,1737665,2584862,37569754
European Union (27),,2002,4309377,291183,35066486,31642477
European Union (27),,2003,49071625,44112575,43296932,30662042
European Union (27),,2004,58594677,7224259,57503983,32564795
European Union (27),,2005,66762344,14766113,6810627,30742108
European Union (27),,2006,7591775,25264158,787095,31101636
European Union (27),,2007,84691795,38266327,99912346,3090408
European Union (27),,2008,9422541,75264993,11323004,32723526
European Union (27),,2009,10317476,14241027,12431972,33013638
European Union (27),,2010,11735704,2334771,13925969,37287192
European Union (27),,2011,12527228,46641083,16451234,30713406
European Union (27),,2012,1395604,7021633,18738843,3306657
European Union (27),,2013,14658542,83416374,2095217,3667126
European Union (27),,2014,15277626,9193326,22077148,36891696
European Union (27),,2015,157.91,98828415,26310446,33375873
European Union (27),,2016,15970052,990203,26678415,34279916
European Union (27),,2017,16269983,1058617,3122943,29129126
European Union (27),,2018,16435213,11250465,3206057,34253104
European Union (27),,2019,16832454,12326693,36434207,31784726
European Union (27),,2020,17001918,14328084,3973034,34323846
European Union (27),,2021,1800787,16062025,38949722,3443512
Finland,FIN,1965,0,0,0,9353536
Finland,FIN,1966,0,0,0,10380808
Finland,FIN,1967,0,0,0,116292925
Finland,FIN,1968,0,0,0,10488889
Finland,FIN,1969,0,0,0,8745455
Finland,FIN,1970,0,0,0,9524242
Finland,FIN,1971,0,0,0,10680808
Finland,FIN,1972,0,0,0,10379798
Finland,FIN,1973,0,0,0,10579798
Finland,FIN,1974,0,0,0,12703031
Finland,FIN,1975,0,0,0,12209091
Finland,FIN,1976,0,0,0,9481818
Finland,FIN,1977,0,0,0,12181818
Finland,FIN,1978,0,0,0,979899
Finland,FIN,1979,0,0,0,108707075
Finland,FIN,1980,0,0,0,10217172
Finland,FIN,1981,0,0,0,13654546
Finland,FIN,1982,0,0,0,13088889
Finland,FIN,1983,0,0,0,13580808
Finland,FIN,1984,0,0,0,13247475
Finland,FIN,1985,0,0,0,12334343
Finland,FIN,1986,0,0,0,12389899
Finland,FIN,1987,0,0,0,13795959
Finland,FIN,1988,0,0,0,13362626
Finland,FIN,1989,0,0,0,13030303
Finland,FIN,1990,5156,5,0,10860606
Finland,FIN,1991,4999,5,6,1319798
Finland,FIN,1992,4.95,6,24,15108081
Finland,FIN,1993,5958,7,44,13473738
Finland,FIN,1994,6465,8,72,11779798
Finland,FIN,1995,6608,8,108,1291707
Finland,FIN,1996,5889,1,11,11821919
Finland,FIN,1997,7891,12,166,11914041
Finland,FIN,1998,9333,13,23,149258585
Finland,FIN,1999,8363,14,49,12673434
Finland,FIN,2000,8588527,16,766,14598788
Finland,FIN,2001,8211789,17,696,13149596
Finland,FIN,2002,8932421,19,63,10730404
Finland,FIN,2003,9292,21,919,9550505
Finland,FIN,2004,10370948,24,1203,15015051
Finland,FIN,2005,9479474,26,1683,13563637
Finland,FIN,2006,10756632,34,1527,11427273
Finland,FIN,2007,9928,38,1884,14131919
Finland,FIN,2008,10391263,39,2605,17080303
Finland,FIN,2009,8743579,43,2766,2025-07-12 00:00:00
Finland,FIN,2010,1098021,47,2943,12871717
Finland,FIN,2011,11182842,53,4814,12402323
Finland,FIN,2012,11101263,57,4943,16835253
Finland,FIN,2013,11942632,65,7737,12800404
Finland,FIN,2014,11707263,8,1.1072,133739395
Finland,FIN,2015,11317895,11111111,2350505,16751514
Finland,FIN,2016,11422105,22222223,309899,15791919
Finland,FIN,2017,11833684,4949495,48434343,14757576
Finland,FIN,2018,12825263,9090909,58979797,13269697
Finland,FIN,2019,132021055,14848484,6085859,123707075
Finland,FIN,2020,11497894,22121212,8018182,15827272
Finland,FIN,2021,13605263,30808082,8215152,1570707
France,FRA,1965,0,0,0,46881092
France,FRA,1966,0.39,0,0,5220847
France,FRA,1967,605,0,0,4537766
France,FRA,1968,926,0,0,5042261
France,FRA,1969,1067,0,0,5294209
France,FRA,1970,13702458,0,0,56681484
France,FRA,1971,13918225,0,0,48856724
France,FRA,1972,15151953,0,0,48831467
France,FRA,1973,15500864,0,0,47696262
France,FRA,1974,15770591,0,0,56230286
France,FRA,1975,14158849,0,0,60107937
France,FRA,1976,3329-01-01 00:00:00,0,0,4856463
France,FRA,1977,13745815,0,0,76322975
France,FRA,1978,14183881,0,0,6835983
France,FRA,1979,14840102,0,0,66419136
France,FRA,1980,14710236,0,0,6952675
France,FRA,1981,14921525,0,0,7219517
France,FRA,1982,152734,0,0,7057486
France,FRA,1983,5587-01-01 00:00:00,0,0,69443016
France,FRA,1984,6223-01-01 00:00:00,0,0,6569011
France,FRA,1985,165215,0,0,62453335
France,FRA,1986,6628-01-01 00:00:00,0,0,63010845
France,FRA,1987,7506-01-01 00:00:00,0,0,71087555
France,FRA,1988,177325,0,0,7711729
France,FRA,1989,184145,0,0,46842293
France,FRA,1990,1913,0,271526,53866
France,FRA,1991,2102,0,489604,57602
France,FRA,1992,2134,1488,489604,68956
France,FRA,1993,1974,1683,240218,64895
France,FRA,1994,2157,18785,4704,78794
France,FRA,1995,2329,204,47142,73119
France,FRA,1996,2423,26503,74302,66044
France,FRA,1997,2675,34068,111284,63764
France,FRA,1998,2653,40885,194972,62093
France,FRA,1999,2853,45475,3694443,72514
France,FRA,2000,2986,522325,48,66363
France,FRA,2001,3334,61605,131,74268
France,FRA,2002,3537,710345,265,60397
France,FRA,2003,3717,77673,388,58943
France,FRA,2004,3782,8447984,595,59555
France,FRA,2005,3872,1050076,962,51.48
France,FRA,2006,3841,1190605,2182,56303
France,FRA,2007,4216,18,2025-07-04 00:00:00,57604
France,FRA,2008,4436,42,5694,63654
France,FRA,2009,4578,174,7912,56994
France,FRA,2010,4917,0.62,9945,62714
France,FRA,2011,5.48,2078,12052,44791
France,FRA,2012,63471003,4016,15107985,5878245
France,FRA,2013,780987,4735,16054344,7084405
France,FRA,2014,8320374,5913,17250189,62829517
France,FRA,2015,8844254,72631626,21350168,54556957
France,FRA,2016,9635901,8164943,21307964,59923428
France,FRA,2017,10333821,9102625,2454369,48964455
France,FRA,2018,10550078,10411551,2853087,63915768
France,FRA,2019,10743961,11747336,3461536,56027714
France,FRA,2020,10668056,12925406,3974983,6117179
France,FRA,2021,111924715,14605709,3696734,57966537
Germany,DEU,1965,0,0,0,1621221
Germany,DEU,1966,0,0,0,17533998
Germany,DEU,1967,0,0,0,16652311
Germany,DEU,1968,0,0,0,1689899
Germany,DEU,1969,0,0,0,13713478
Germany,DEU,1970,92002016,0,0,17533678
Germany,DEU,1971,10010282,0,0,13455188
Germany,DEU,1972,10187488,0,0,13205894
Germany,DEU,1973,10531049,0,0,15229462
Germany,DEU,1974,107625,0,0,17638132
Germany,DEU,1975,11247102,0,0,17059124
Germany,DEU,1976,12776853,0,0,13846833
Germany,DEU,1977,12465839,0,0,1758216
Germany,DEU,1978,1317466,0,0,18362234
Germany,DEU,1979,14433178,0,0,18383686
Germany,DEU,1980,19662538,0,0,19069143
Germany,DEU,1981,18042376,0,0,19914673
Germany,DEU,1982,1798813,0,0,19737993
Germany,DEU,1983,15402381,0,0,18712017
Germany,DEU,1984,16429448,0,0,18479174
Germany,DEU,1985,16440297,0,0,1740065
Germany,DEU,1986,15955696,0,1,18571981
Germany,DEU,1987,14458493,0,2,2034297
Germany,DEU,1988,16378818,0,8,20079391
Germany,DEU,1989,17492679,0,26,18243729
Germany,DEU,1990,1435,1,71,17335
Germany,DEU,1991,1511,1,0.1,15.85
Germany,DEU,1992,1562,2,275,18635
Germany,DEU,1993,1663,3,0.6,18.96
Germany,DEU,1994,1906,4,909,20195
Germany,DEU,1995,2049,5,2025-05-01 00:00:00,21556
Germany,DEU,1996,2143,6,2032,18818
Germany,DEU,1997,2297,11,2966,18952
Germany,DEU,1998,2718,15,4489,19002
Germany,DEU,1999,2.94,19,5528,20686
Germany,DEU,2000,2025-04-03 00:00:00,0,2025-05-09 00:00:00,2025-09-24 00:00:00
Germany,DEU,2001,2025-02-05 00:00:00,0.1,2025-05-10 00:00:00,2025-02-23 00:00:00
Germany,DEU,2002,2025-04-06 00:00:00,0.2,2025-08-15 00:00:00,2025-07-23 00:00:00
Germany,DEU,2003,8948651,313,19087,18321198
Germany,DEU,2004,10635514,557,26019,20745722
Germany,DEU,2005,147062,1308,27774,19638
Germany,DEU,2006,189344,2265,31324,20031
Germany,DEU,2007,246164,3137,40507,21.17
Germany,DEU,2008,280316,4508,41385,20443
Germany,DEU,2009,309048,6715,39.42,19031
Germany,DEU,2010,339517,11963,38547,20953
Germany,DEU,2011,369098,19991,49857,17671
Germany,DEU,2012,432284,26744,51.68,21755
Germany,DEU,2013,45593,30621,52737,22998
Germany,DEU,2014,48385,34558,58497,19587
Germany,DEU,2015,50459,37171,80624,18977
Germany,DEU,2016,51103,36.67,79924,20546
Germany,DEU,2017,51.08,37893,105693,20.15
Germany,DEU,2018,50972,43459,109951,17693
Germany,DEU,2019,50323,44383,125894,19731
Germany,DEU,2020,51092,48641,132102,18322
Germany,DEU,2021,50.9,49,117.7,2025-01-19 00:00:00
Greece,GRC,1965,0,0,0,801
Greece,GRC,1966,0,0,0,1.73
Greece,GRC,1967,0,0,0,1.66
Greece,GRC,1968,0,0,0,1368
Greece,GRC,1969,0,0,0,2055
Greece,GRC,1970,0,0,0,2636
Greece,GRC,1971,0,0,0,2652
Greece,GRC,1972,0,0,0,2677
Greece,GRC,1973,0,0,0,2223
Greece,GRC,1974,0,0,0,2347
Greece,GRC,1975,0,0,0,2015
Greece,GRC,1976,0,0,0,1879
Greece,GRC,1977,0,0,0,1922
